iter	Passed	Remaining
1672	14679	73064
1673	14688	73055
1674	14696	73043
1675	14705	73038
1676	14715	73034
1677	14723	73021
1678	14732	73015
1679	14741	73004
1680	14749	72990
1681	14756	72976
1682	14765	72967
1683	14774	72960
1684	14783	72951
1685	14791	72937
1686	14799	72928
1687	14808	72918
1688	14817	72911
1689	14825	72897
1690	14832	72883
1691	14842	72879
1692	14850	72867
1693	14859	72859
1694	14868	72849
1695	14877	72845
1696	14887	72838
1697	14895	72826
1698	14904	72819
1699	14912	72809
1700	14920	72797
1701	14930	72792
1702	14938	72780
1703	14946	72769
1704	14955	72758
1705	14963	72746
1706	14971	72735
1707	14981	72730
1708	14989	72717
1709	14998	72711
1710	15007	72702
1711	15015	72692
1712	15023	72681
1713	15032	72671
1714	15040	72660
1715	15049	72653
1716	15057	72639
1717	15066	72629
1718	15074	72620
1719	15083	72610
1720	15091	72600
1721	15100	72593
1722	15109	72584
1723	15118	72576
1724	15127	72565
1725	15135	72557
1726	15144	72548
1727	15152	72534
1728	15160	72523
1729	15168	72511
1730	15177	72503
1731	15186	72494
1732	15194	72482
1733	15202	72470
1734	15211	72464
1735	15219	72452
1736	15227	72439
1737	15236	72431
1738	15245	72420
1739	15253	72408
1740	15262	72400
1741	15270	72389
1742	15278	72377
1743	15286	72367
1744	15295	72357
1745	15304	72349
1746	15313	72342
1747	15321	72330
1748	15330	72322
1749	15338	72310
1750	15348	72305
1751	15356	72292
1752	15364	72284
1753	15372	72270
1754	15381	72261
1755	15389	72249
1756	15402	72259
1757	15411	72252
1758	15419	72239
1759	15428	72233
1760	15437	72225
1761	15446	72216
1762	15454	72206
1763	15465	72206
1764	15474	72199
1765	15482	72187
1766	15490	72176
1767	15501	72177
1768	15511	72173
1769	15520	72163
1770	15530	72161
1771	15537	72145
1772	15545	72133
1773	15553	72121
1774	15561	72106
1775	15570	72099
1776	15579	72091
1777	15587	72081
1778	15597	72077
1779	15607	72075
1780	15616	72067
1781	15625	72060
1782	15634	72051
1783	15643	72045
1784	15651	72033
1785	15660	72026
1786	15669	72017
1787	15678	72007
1788	15686	71996
1789	15695	71989
1790	15704	71980
1791	15712	71970
1792	15720	71957
1793	15728	71945
1794	15736	71932
1795	15744	71921
1796	15752	71905
1797	15760	71896
1798	15768	71884
1799	15777	71874
1800	15785	71861
1801	15794	71855
1802	15803	71846
1803	15812	71837
1804	15820	71826
1805	15828	71816
1806	15837	71805
1807	15845	71794
1808	15853	71783
1809	15861	71771
1810	15870	71764
1811	15878	71751
1812	15886	71740
1813	15896	71733
1814	15904	71724
1815	15913	71713
1816	15921	71703
1817	15929	71692
1818	15937	71680
1819	15945	71667
1820	15953	71656
1821	15962	71645
1822	15970	71637
1823	15978	71624
1824	15987	71616
1825	16001	71630
1826	16010	71621
1827	16019	71613
1828	16028	71605
1829	16037	71597
1830	16045	71588
1831	16054	71579
1832	16063	71573
1833	16072	71562
1834	16080	71553
1835	16090	71548
1836	16099	71539
1837	16109	71535
1838	16116	71521
1839	16124	71510
1840	16132	71497
1841	16140	71482
1842	16148	71472
1843	16157	71463
1844	16165	71453
1845	16174	71443
1846	16182	71431
1847	16192	71428
1848	16201	71423
1849	16210	71414
1850	16217	71397
1851	16227	71392
1852	16236	71384
1853	16243	71370
1854	16252	71360
1855	16258	71339
1856	16266	71327
1857	16275	71320
1858	16284	71313
1859	16292	71302
1860	16301	71295
1861	16310	71284
1862	16318	71274
1863	16327	71264
1864	16335	71255
1865	16343	71243
1866	16352	71233
1867	16361	71228
1868	16371	71222
1869	16379	71210
1870	16389	71206
1871	16397	71197
1872	16407	71190
1873	16415	71181
1874	16425	71178
1875	16434	71168
1876	16442	71156
1877	16450	71146
1878	16458	71135
1879	16467	71126
1880	16475	71115
1881	16484	71106
1882	16494	71101
1883	16504	71098
1884	16512	71087
1885	16521	71077
1886	16528	71064
1887	16537	71054
1888	16544	71040
1889	16553	71029
1890	16561	71018
1891	16570	71011
1892	16579	71002
1893	16588	70995
1894	16598	70990
1895	16605	70977
1896	16614	70966
1897	16623	70961
1898	16632	70952
1899	16640	70942
1900	16649	70931
1901	16658	70927
1902	16667	70919
1903	16675	70906
1904	16684	70897
1905	16692	70886
1906	16701	70880
1907	16710	70869
1908	16719	70862
1909	16727	70850
1910	16735	70838
1911	16743	70826
1912	16751	70817
1913	16760	70808
1914	16768	70796
1915	16777	70786
1916	16787	70784
1917	16796	70777
1918	16805	70767
1919	16814	70759
1920	16822	70748
1921	16830	70738
1922	16839	70727
1923	16847	70718
1924	16856	70709
1925	16866	70706
1926	16875	70697
1927	16888	70708
1928	16897	70699
1929	16906	70691
1930	16915	70682
1931	16923	70670
1932	16931	70658
1933	16939	70646
1934	16947	70637
1935	16956	70627
1936	16965	70619
1937	16973	70607
1938	16983	70606
1939	16992	70597
1940	17000	70586
1941	17008	70573
1942	17016	70561
1943	17025	70554
1944	17033	70543
1945	17043	70537
1946	17051	70525
1947	17060	70519
1948	17068	70508
1949	17077	70499
1950	17087	70494
1951	17095	70483
1952	17104	70474
1953	17112	70462
1954	17119	70450
1955	17128	70440
1956	17136	70429
1957	17145	70422
1958	17154	70414
1959	17163	70406
1960	17171	70394
1961	17181	70389
1962	17190	70382
1963	17199	70374
1964	17207	70363
1965	17217	70358
1966	17226	70351
1967	17234	70339
1968	17242	70326
1969	17251	70317
1970	17259	70307
1971	17267	70297
1972	17275	70285
1973	17284	70276
1974	17295	70275
1975	17304	70267
1976	17313	70259
1977	17321	70248
1978	17329	70238
1979	17338	70229
1980	17348	70227
1981	17358	70224
1982	17367	70215
1983	17376	70207
1984	17385	70200
1985	17395	70195
1986	17404	70186
1987	17414	70184
1988	17424	70180
1989	17433	70170
1990	17441	70160
1991	17451	70155
1992	17462	70156
1993	17471	70150
1994	17481	70145
1995	17490	70138
1996	17500	70131
1997	17509	70126
1998	17517	70114
1999	17527	70111
2000	17538	70110
2001	17549	70110
2002	17563	70121
2003	17578	70137
2004	17594	70156
2005	17609	70173
2006	17623	70186
2007	17631	70173
2008	17640	70165
2009	17648	70155
2010	17657	70146
2011	17665	70135
2012	17674	70128
2013	17684	70122
2014	17694	70117
2015	17702	70105
2016	17710	70095
2017	17718	70084
2018	17726	70072
2019	17735	70062
2020	17744	70056
2021	17754	70051
2022	17762	70040
2023	17772	70037
2024	17783	70037
2025	17793	70030
2026	17800	70017
2027	17810	70010
2028	17818	70000
2029	17827	69991
2030	17835	69981
2031	17844	69973
2032	17854	69968
2033	17862	69958
2034	17871	69947
2035	17880	69942
2036	17889	69931
2037	17898	69923
2038	17906	69912
2039	17914	69900
2040	17922	69888
2041	17930	69877
2042	17938	69867
2043	17946	69855
2044	17955	69848
2045	17964	69837
2046	17978	69851
2047	17987	69842
2048	17995	69830
2049	18004	69824
2050	18013	69814
2051	18022	69807
2052	18031	69797
2053	18039	69787
2054	18048	69777
2055	18057	69770
2056	18065	69759
2057	18074	69749
2058	18082	69740
2059	18091	69732
2060	18099	69719
2061	18107	69708
2062	18117	69705
2063	18125	69692
2064	18134	69682
2065	18141	69669
2066	18152	69666
2067	18160	69656
2068	18168	69644
2069	18179	69643
2070	18188	69635
2071	18196	69623
2072	18204	69610
2073	18212	69601
2074	18221	69594
2075	18231	69587
2076	18239	69575
2077	18248	69568
2078	18256	69556
2079	18265	69547
2080	18272	69535
2081	18281	69524
2082	18289	69512
2083	18296	69499
2084	18305	69489
2085	18313	69479
2086	18322	69469
2087	18330	69460
2088	18339	69450
2089	18348	69442
2090	18356	69430
2091	18365	69425
2092	18375	69418
2093	18383	69408
2094	18392	69398
2095	18400	69387
2096	18410	69382
2097	18419	69374
2098	18427	69362
2099	18435	69354
2100	18444	69345
2101	18453	69336
2102	18461	69325
2103	18469	69314
2104	18479	69310
2105	18488	69302
2106	18497	69293
2107	18505	69282
2108	18514	69272
2109	18522	69261
2110	18530	69251
2111	18540	69245
2112	18549	69239
2113	18558	69229
2114	18566	69218
2115	18576	69212
2116	18584	69202
2117	18592	69191
2118	18601	69183
2119	18610	69174
2120	18619	69167
2121	18627	69156
2122	18636	69146
2123	18645	69139
2124	18653	69128
2125	18662	69118
2126	18672	69114
2127	18684	69117
2128	18693	69110
2129	18702	69101
2130	18709	69085
2131	18717	69076
2132	18726	69067
2133	18736	69062
2134	18745	69054
2135	18754	69046
2136	18763	69039
2137	18771	69029
2138	18780	69018
2139	18788	69009
2140	18798	69004
2141	18807	68994
2142	18817	68993
2143	18826	68985
2144	18836	68978
2145	18846	68973
2146	18854	68963
2147	18862	68953
2148	18872	68948
2149	18881	68940
2150	18890	68930
2151	18898	68920
2152	18907	68911
2153	18915	68901
2154	18923	68890
2155	18932	68880
2156	18941	68872
2157	18949	68860
2158	18957	68850
2159	18967	68844
2160	18975	68834
2161	18984	68824
2162	18992	68814
2163	19001	68805
2164	19010	68798
2165	19018	68786
2166	19027	68778
2167	19036	68769
2168	19045	68760
2169	19053	68749
2170	19061	68740
2171	19071	68733
2172	19079	68723
2173	19087	68711
2174	19095	68698
2175	19103	68687
2176	19111	68676
2177	19119	68666
2178	19128	68656
2179	19137	68650
2180	19145	68639
2181	19154	68629
2182	19163	68621
2183	19172	68614
2184	19181	68605
2185	19189	68595
2186	19199	68588
2187	19207	68579
2188	19215	68568
2189	19225	68561
2190	19233	68551
2191	19242	68543
2192	19251	68535
2193	19260	68525
2194	19267	68513
2195	19277	68507
2196	19285	68496
2197	19294	68488
2198	19303	68478
2199	19311	68466
2200	19319	68456
2201	19328	68446
2202	19338	68444
2203	19346	68433
2204	19355	68425
2205	19364	68415
2206	19372	68406
2207	19381	68395
2208	19389	68384
2209	19399	68382
2210	19409	68375
2211	19418	68367
2212	19427	68359
2213	19437	68355
2214	19444	68342
2215	19453	68333
2216	19462	68325
2217	19472	68318
2218	19480	68309
2219	19489	68301
2220	19497	68288
2221	19504	68276
2222	19513	68266
2223	19522	68257
2224	19530	68248
2225	19540	68243
2226	19549	68232
2227	19559	68229
2228	19568	68223
2229	19577	68213
2230	19585	68204
2231	19594	68194
2232	19603	68185
2233	19611	68176
2234	19620	68166
2235	19629	68157
2236	19637	68147
2237	19646	68138
2238	19654	68129
2239	19663	68118
2240	19672	68112
2241	19681	68103
2242	19689	68090
2243	19696	68078
2244	19704	68066
2245	19712	68054
2246	19723	68052
2247	19732	68043
2248	19740	68035
2249	19748	68023
2250	19757	68016
2251	19767	68008
2252	19775	67997
2253	19784	67989
2254	19793	67982
2255	19801	67972
2256	19810	67961
2257	19819	67953
2258	19829	67950
2259	19838	67942
2260	19847	67934
2261	19859	67936
2262	19868	67927
2263	19876	67917
2264	19884	67906
2265	19893	67896
2266	19901	67886
2267	19909	67874
2268	19918	67866
2269	19926	67855
2270	19935	67846
2271	19942	67834
2272	19952	67828
2273	19961	67818
2274	19969	67807
2275	19977	67795
2276	19986	67789
2277	19994	67778
2278	20003	67768
2279	20011	67757
2280	20019	67746
2281	20028	67739
2282	20037	67730
2283	20046	67721
2284	20055	67714
2285	20065	67708
2286	20074	67702
2287	20083	67695
2288	20092	67687
2289	20101	67679
2290	20109	67667
2291	20120	67663
2292	20128	67654
2293	20138	67648
2294	20146	67638
2295	20155	67631
2296	20165	67626
2297	20174	67616
2298	20183	67608
2299	20193	67604
2300	20202	67595
2301	20211	67589
2302	20221	67584
2303	20232	67583
2304	20241	67572
2305	20250	67565
2306	20259	67557
2307	20270	67557
2308	20280	67550
2309	20289	67543
2310	20297	67531
2311	20305	67521
2312	20315	67515
2313	20323	67505
2314	20335	67505
2315	20344	67498
2316	20353	67489
2317	20362	67483
2318	20370	67471
2319	20378	67459
2320	20386	67449
2321	20395	67439
2322	20403	67429
2323	20411	67418
2324	20422	67414
2325	20431	67407
2326	20439	67397
2327	20447	67386
2328	20457	67380
2329	20467	67374
2330	20474	67361
2331	20483	67352
2332	20491	67340
2333	20499	67330
2334	20505	67313
2335	20515	67308
2336	20523	67295
2337	20533	67292
2338	20541	67280
2339	20551	67275
2340	20561	67270
2341	20570	67261
2342	20580	67257
2343	20589	67250
2344	20598	67242
2345	20608	67236
2346	20616	67225
2347	20626	67219
2348	20635	67211
2349	20643	67202
2350	20651	67190
2351	20660	67182
2352	20669	67172
2353	20677	67163
2354	20685	67151
2355	20693	67138
2356	20701	67128
2357	20710	67120
2358	20718	67110
2359	20727	67102
2360	20736	67092
2361	20745	67085
2362	20753	67074
2363	20763	67068
2364	20771	67057
2365	20780	67048
2366	20789	67040
2367	20797	67030
2368	20806	67021
2369	20815	67012
2370	20824	67004
2371	20832	66994
2372	20840	66984
2373	20849	66974
2374	20859	66969
2375	20867	66958
2376	20875	66948
2377	20883	66937
2378	20891	66926
2379	20900	66915
2380	20908	66903
2381	20916	66893
2382	20924	66883
2383	20933	66873
2384	20946	66879
2385	20955	66871
2386	20964	66861
2387	20972	66852
2388	20981	66843
2389	20990	66835
2390	20998	66825
2391	21007	66816
2392	21016	66807
2393	21025	66801
2394	21033	66790
2395	21044	66786
2396	21052	66776
2397	21061	66769
2398	21069	66758
2399	21078	66749
2400	21087	66739
2401	21095	66730
2402	21103	66717
2403	21112	66709
2404	21120	66698
2405	21128	66687
2406	21137	66680
2407	21147	66674
2408	21156	66665
2409	21164	66654
2410	21172	66644
2411	21181	66635
2412	21190	66626
2413	21199	66618
2414	21208	66609
2415	21216	66599
2416	21225	66591
2417	21234	66584
2418	21242	66573
2419	21251	66564
2420	21259	66554
2421	21268	66545
2422	21277	66536
2423	21286	66527
2424	21294	66516
2425	21302	66507
2426	21310	66496
2427	21320	66491
2428	21329	66480
2429	21339	66477
2430	21348	66469
2431	21357	66460
2432	21366	66452
2433	21374	66441
2434	21383	66434
2435	21392	66425
2436	21399	66412
2437	21407	66400
2438	21416	66393
2439	21424	66382
2440	21434	66375
2441	21441	66361
2442	21450	66354
2443	21458	66341
2444	21466	66332
2445	21475	66321
2446	21483	66312
2447	21491	66300
2448	21499	66289
2449	21507	66277
2450	21515	66267
2451	21524	66258
2452	21532	66248
2453	21540	66238
2454	21549	66229
2455	21557	66218
2456	21566	66210
2457	21575	66201
2458	21584	66193
2459	21593	66184
2460	21601	66174
2461	21608	66160
2462	21618	66154
2463	21626	66142
2464	21635	66134
2465	21643	66124
2466	21652	66117
2467	21661	66107
2468	21670	66098
2469	21678	66088
2470	21686	66078
2471	21695	66068
2472	21707	66070
2473	21716	66063
2474	21725	66053
2475	21735	66048
2476	21744	66041
2477	21755	66039
2478	21764	66030
2479	21774	66024
2480	21784	66019
2481	21793	66011
2482	21803	66007
2483	21811	65996
2484	21821	65990
2485	21830	65982
2486	21839	65975
2487	21849	65970
2488	21858	65961
2489	21867	65952
2490	21875	65943
2491	21885	65937
2492	21894	65928
2493	21902	65918
2494	21913	65915
2495	21921	65904
2496	21931	65898
2497	21940	65893
2498	21951	65889
2499	21959	65878
2500	21970	65876
2501	21979	65867
2502	21987	65855
2503	21997	65851
2504	22006	65843
2505	22015	65836
2506	22024	65826
2507	22035	65823
2508	22044	65816
2509	22053	65808
2510	22062	65800
2511	22071	65791
2512	22079	65780
2513	22087	65770
2514	22096	65762
2515	22105	65753
2516	22114	65746
2517	22122	65734
2518	22133	65731
2519	22141	65721
2520	22151	65717
2521	22160	65707
2522	22169	65699
2523	22178	65692
2524	22188	65686
2525	22199	65683
2526	22209	65678
2527	22219	65672
2528	22227	65663
2529	22237	65657
2530	22246	65649
2531	22255	65641
2532	22264	65632
2533	22272	65622
2534	22281	65613
2535	22289	65603
2536	22298	65595
2537	22307	65585
2538	22317	65580
2539	22326	65572
2540	22336	65566
2541	22344	65557
2542	22353	65548
2543	22362	65541
2544	22371	65531
2545	22381	65527
2546	22391	65521
2547	22400	65513
2548	22409	65505
2549	22418	65496
2550	22426	65487
2551	22435	65477
2552	22444	65469
2553	22453	65460
2554	22461	65449
2555	22469	65439
2556	22477	65427
2557	22484	65414
2558	22492	65404
2559	22501	65394
2560	22509	65384
2561	22517	65373
2562	22526	65364
2563	22535	65357
2564	22546	65354
2565	22555	65345
2566	22562	65332
2567	22571	65322
2568	22580	65314
2569	22588	65303
2570	22596	65293
2571	22604	65281
2572	22613	65274
2573	22621	65263
2574	22629	65253
2575	22638	65244
2576	22647	65235
2577	22655	65224
2578	22663	65212
2579	22672	65204
2580	22680	65193
2581	22688	65183
2582	22696	65173
2583	22705	65163
2584	22713	65151
2585	22721	65141
2586	22730	65133
2587	22738	65123
2588	22747	65115
2589	22757	65108
2590	22765	65099
2591	22776	65094
2592	22784	65084
2593	22793	65076
2594	22801	65066
2595	22810	65058
2596	22819	65048
2597	22828	65039
2598	22836	65029
2599	22845	65021
2600	22853	65011
2601	22861	64999
2602	22869	64987
2603	22876	64975
2604	22884	64963
2605	22892	64952
2606	22901	64945
2607	22909	64934
2608	22917	64922
2609	22926	64915
2610	22935	64907
2611	22944	64899
2612	22953	64890
2613	22961	64879
2614	22970	64869
2615	22978	64859
2616	22986	64849
2617	22995	64839
2618	23004	64831
2619	23013	64823
2620	23021	64813
2621	23030	64804
2622	23038	64795
2623	23047	64785
2624	23056	64778
2625	23064	64766
2626	23073	64758
2627	23082	64750
2628	23092	64744
2629	23100	64734
2630	23108	64722
2631	23116	64712
2632	23127	64710
2633	23136	64702
2634	23144	64691
2635	23153	64682
2636	23162	64674
2637	23170	64663
2638	23179	64653
2639	23187	64645
2640	23196	64635
2641	23205	64627
2642	23213	64617
2643	23222	64608
2644	23230	64597
2645	23246	64608
2646	23256	64602
2647	23263	64590
2648	23272	64581
2649	23280	64570
2650	23289	64562
2651	23298	64552
2652	23306	64544
2653	23315	64533
2654	23327	64534
2655	23335	64525
2656	23344	64516
2657	23353	64508
2658	23362	64500
2659	23371	64492
2660	23379	64481
2661	23388	64471
2662	23396	64461
2663	23406	64455
2664	23415	64446
2665	23422	64434
2666	23431	64427
2667	23441	64420
2668	23451	64413
2669	23459	64402
2670	23466	64391
2671	23474	64379
2672	23482	64368
2673	23490	64358
2674	23499	64348
2675	23507	64338
2676	23517	64331
2677	23526	64323
2678	23534	64313
2679	23542	64302
2680	23551	64293
2681	23559	64283
2682	23568	64276
2683	23577	64266
2684	23585	64257
2685	23594	64247
2686	23603	64239
2687	23611	64229
2688	23619	64218
2689	23628	64209
2690	23638	64203
2691	23646	64194
2692	23654	64182
2693	23662	64171
2694	23670	64159
2695	23678	64149
2696	23690	64149
2697	23700	64143
2698	23708	64133
2699	23717	64126
2700	23727	64119
2701	23737	64112
2702	23746	64105
2703	23756	64099
2704	23766	64093
2705	23774	64083
2706	23783	64075
2707	23792	64066
2708	23802	64061
2709	23810	64051
2710	23820	64045
2711	23829	64036
2712	23838	64028
2713	23849	64025
2714	23857	64015
2715	23866	64006
2716	23874	63995
2717	23883	63987
2718	23892	63978
2719	23901	63970
2720	23909	63959
2721	23918	63953
2722	23928	63946
2723	23936	63935
2724	23945	63927
2725	23954	63919
2726	23965	63917
2727	23973	63906
2728	23984	63902
2729	23992	63892
2730	24001	63883
2731	24011	63877
2732	24020	63869
2733	24029	63861
2734	24039	63855
2735	24048	63846
2736	24056	63836
2737	24064	63825
2738	24072	63815
2739	24081	63807
2740	24090	63799
2741	24099	63791
2742	24107	63780
2743	24114	63766
2744	24122	63756
2745	24132	63748
2746	24140	63739
2747	24149	63729
2748	24157	63720
2749	24166	63712
2750	24175	63703
2751	24183	63693
2752	24192	63683
2753	24199	63672
2754	24208	63662
2755	24217	63655
2756	24226	63647
2757	24236	63639
2758	24243	63627
2759	24252	63618
2760	24261	63610
2761	24271	63605
2762	24280	63597
2763	24288	63586
2764	24305	63599
2765	24313	63587
2766	24320	63575
2767	24329	63566
2768	24338	63556
2769	24347	63548
2770	24356	63541
2771	24365	63532
2772	24373	63522
2773	24382	63512
2774	24390	63504
2775	24398	63493
2776	24407	63485
2777	24416	63476
2778	24425	63467
2779	24433	63457
2780	24442	63447
2781	24449	63436
2782	24458	63426
2783	24466	63416
2784	24475	63406
2785	24483	63395
2786	24492	63387
2787	24500	63377
2788	24508	63366
2789	24516	63357
2790	24526	63351
2791	24534	63340
2792	24542	63329
2793	24551	63321
2794	24561	63315
2795	24570	63306
2796	24580	63299
2797	24587	63287
2798	24597	63281
2799	24605	63271
2800	24614	63263
2801	24624	63256
2802	24632	63247
2803	24641	63238
2804	24648	63225
2805	24657	63215
2806	24664	63204
2807	24672	63193
2808	24681	63183
2809	24689	63172
2810	24697	63162
2811	24706	63154
2812	24715	63147
2813	24725	63139
2814	24733	63130
2815	24742	63121
2816	24750	63111
2817	24758	63101
2818	24767	63090
2819	24776	63082
2820	24785	63074
2821	24793	63064
2822	24802	63054
2823	24810	63045
2824	24819	63036
2825	24827	63025
2826	24837	63019
2827	24845	63009
2828	24853	62998
2829	24861	62988
2830	24870	62980
2831	24879	62971
2832	24888	62963
2833	24896	62952
2834	24905	62945
2835	24914	62936
2836	24923	62928
2837	24931	62918
2838	24940	62908
2839	24948	62898
2840	24957	62890
2841	24965	62879
2842	24973	62869
2843	24982	62859
2844	24991	62852
2845	24999	62841
2846	25007	62831
2847	25016	62822
2848	25025	62814
2849	25034	62805
2850	25042	62794
2851	25050	62783
2852	25058	62773
2853	25066	62761
2854	25074	62751
2855	25082	62741
2856	25090	62730
2857	25098	62719
2858	25108	62713
2859	25117	62704
2860	25125	62694
2861	25134	62686
2862	25142	62675
2863	25151	62666
2864	25159	62657
2865	25169	62651
2866	25177	62640
2867	25186	62633
2868	25195	62623
2869	25203	62614
2870	25212	62606
2871	25221	62597
2872	25227	62581
2873	25236	62572
2874	25244	62561
2875	25252	62551
2876	25260	62541
2877	25269	62532
2878	25277	62520
2879	25286	62513
2880	25294	62503
2881	25305	62500
2882	25314	62491
2883	25323	62483
2884	25333	62478
2885	25343	62471
2886	25353	62464
2887	25361	62456
2888	25372	62453
2889	25383	62448
2890	25391	62438
2891	25400	62430
2892	25410	62423
2893	25421	62419
2894	25429	62411
2895	25438	62402
2896	25447	62392
2897	25455	62383
2898	25466	62378
2899	25474	62369
2900	25483	62361
2901	25491	62350
2902	25501	62344
2903	25510	62336
2904	25520	62329
2905	25530	62322
2906	25539	62316
2907	25548	62307
2908	25557	62298
2909	25565	62289
2910	25574	62280
2911	25584	62273
2912	25592	62263
2913	25601	62255
2914	25609	62245
2915	25618	62236
2916	25626	62226
2917	25634	62216
2918	25647	62216
2919	25662	62221
2920	25676	62227
2921	25689	62227
2922	25698	62218
2923	25711	62220
2924	25720	62212
2925	25728	62203
2926	25737	62193
2927	25746	62186
2928	25755	62176
2929	25763	62167
2930	25772	62157
2931	25781	62149
2932	25789	62139
2933	25798	62130
2934	25806	62120
2935	25815	62112
2936	25824	62103
2937	25832	62093
2938	25840	62082
2939	25848	62072
2940	25856	62060
2941	25864	62051
2942	25873	62042
2943	25882	62034
2944	25890	62024
2945	25900	62017
2946	25909	62009
2947	25918	61999
2948	25927	61991
2949	25935	61981
2950	25944	61974
2951	25952	61963
2952	25962	61955
2953	25970	61945
2954	25979	61937
2955	25987	61927
2956	25996	61918
2957	26005	61909
2958	26014	61902
2959	26022	61892
2960	26031	61882
2961	26038	61871
2962	26047	61861
2963	26054	61849
2964	26063	61841
2965	26072	61830
2966	26080	61820
2967	26088	61811
2968	26098	61803
2969	26107	61796
2970	26115	61786
2971	26123	61775
2972	26131	61763
2973	26139	61754
2974	26148	61745
2975	26156	61734
2976	26164	61724
2977	26173	61716
2978	26182	61707
2979	26190	61697
2980	26198	61686
2981	26207	61678
2982	26215	61667
2983	26224	61659
2984	26233	61649
2985	26241	61639
2986	26249	61628
2987	26257	61619
2988	26266	61609
2989	26275	61602
2990	26290	61608
2991	26309	61624
2992	26323	61625
2993	26331	61616
2994	26340	61607
2995	26348	61597
2996	26357	61588
2997	26365	61578
2998	26375	61571
2999	26383	61562
3000	26393	61556
3001	26402	61548
3002	26413	61543
3003	26422	61534
3004	26429	61522
3005	26438	61513
3006	26445	61501
3007	26454	61491
3008	26462	61482
3009	26472	61475
3010	26480	61465
3011	26488	61455
3012	26501	61454
3013	26511	61448
3014	26520	61441
3015	26529	61432
3016	26537	61423
3017	26547	61415
3018	26555	61404
3019	26569	61408
3020	26577	61399
3021	26587	61392
3022	26603	61401
3023	26622	61413
3024	26630	61404
3025	26639	61395
3026	26648	61386
3027	26657	61379
3028	26667	61372
3029	26676	61364
3030	26684	61355
3031	26694	61347
3032	26704	61341
3033	26712	61331
3034	26721	61323
3035	26730	61314
3036	26739	61307
3037	26748	61297
3038	26757	61289
3039	26766	61281
3040	26775	61272
3041	26784	61263
3042	26792	61254
3043	26802	61246
3044	26810	61237
3045	26819	61229
3046	26828	61219
3047	26836	61209
3048	26843	61197
3049	26853	61190
3050	26861	61179
3051	26869	61170
3052	26878	61161
3053	26889	61158
3054	26899	61151
3055	26907	61140
3056	26915	61129
3057	26924	61120
3058	26932	61111
3059	26941	61101
3060	26949	61092
3061	26957	61081
3062	26966	61073
3063	26975	61064
3064	26983	61054
3065	26992	61045
3066	27001	61036
3067	27009	61027
3068	27018	61018
3069	27026	61008
3070	27034	60998
3071	27043	60987
3072	27050	60976
3073	27058	60965
3074	27066	60955
3075	27075	60946
3076	27085	60939
3077	27094	60932
3078	27125	60973
3079	27147	60993
3080	27170	61016
3081	27181	61013
3082	27195	61014
3083	27211	61022
3084	27222	61019
3085	27233	61015
3086	27244	61010
3087	27256	61009
3088	27267	61005
3089	27278	61001
3090	27289	60998
3091	27301	60994
3092	27312	60991
3093	27324	60990
3094	27335	60986
3095	27347	60984
3096	27360	60985
3097	27372	60983
3098	27383	60979
3099	27397	60981
3100	27412	60986
3101	27423	60983
3102	27435	60980
3103	27446	60976
3104	27460	60979
3105	27471	60975
3106	27485	60978
3107	27497	60975
3108	27507	60970
3109	27518	60966
3110	27530	60962
3111	27539	60954
3112	27547	60944
3113	27556	60935
3114	27564	60925
3115	27572	60915
3116	27581	60905
3117	27591	60900
3118	27601	60893
3119	27610	60883
3120	27619	60876
3121	27629	60870
3122	27638	60862
3123	27647	60852
3124	27657	60845
3125	27667	60839
3126	27676	60831
3127	27687	60826
3128	27697	60820
3129	27706	60812
3130	27715	60804
3131	27724	60796
3132	27734	60788
3133	27741	60777
3134	27751	60770
3135	27760	60760
3136	27769	60753
3137	27777	60742
3138	27787	60736
3139	27796	60727
3140	27805	60718
3141	27814	60710
3142	27822	60700
3143	27831	60690
3144	27840	60681
3145	27849	60673
3146	27858	60665
3147	27867	60657
3148	27876	60647
3149	27886	60641
3150	27893	60629
3151	27902	60621
3152	27911	60611
3153	27920	60604
3154	27930	60597
3155	27939	60588
3156	27948	60579
3157	27957	60570
3158	27966	60562
3159	27974	60553
3160	27984	60545
3161	27996	60543
3162	28005	60536
3163	28015	60529
3164	28024	60519
3165	28032	60509
3166	28040	60499
3167	28050	60492
3168	28058	60481
3169	28067	60472
3170	28075	60463
3171	28085	60456
3172	28095	60450
3173	28103	60440
3174	28112	60430
3175	28120	60420
3176	28129	60410
3177	28136	60399
3178	28145	60391
3179	28154	60380
3180	28162	60370
3181	28170	60359
3182	28179	60352
3183	28191	60349
3184	28202	60344
3185	28212	60337
3186	28221	60331
3187	28231	60323
3188	28239	60313
3189	28248	60304
3190	28255	60290
3191	28264	60283
3192	28275	60278
3193	28283	60269
3194	28292	60258
3195	28300	60250
3196	28309	60240
3197	28319	60235
3198	28328	60225
3199	28336	60215
3200	28346	60208
3201	28354	60197
3202	28363	60189
3203	28371	60179
3204	28380	60169
3205	28389	60161
3206	28398	60153
3207	28407	60144
3208	28416	60136
3209	28424	60126
3210	28432	60114
3211	28440	60104
3212	28448	60093
3213	28456	60081
3214	28464	60072
3215	28473	60064
3216	28481	60053
3217	28490	60043
3218	28499	60036
3219	28509	60029
3220	28517	60018
3221	28527	60011
3222	28535	60001
3223	28545	59994
3224	28555	59987
3225	28565	59981
