iter	Logloss
2499	0.04816796114
2500	0.04814611612
2501	0.04812022477
2502	0.04810760847
2503	0.04808082352
2504	0.04807103026
2505	0.048051373
2506	0.04803759847
2507	0.04802540347
2508	0.04800461931
2509	0.04798844818
2510	0.04797375385
2511	0.04795701024
2512	0.04792357575
2513	0.04790846517
2514	0.04788379586
2515	0.04786275414
2516	0.04784470744
2517	0.04783740147
2518	0.04781297677
2519	0.04779834245
2520	0.04778283382
2521	0.04776561925
2522	0.04774757124
2523	0.04772697689
2524	0.04771237964
2525	0.04769973865
2526	0.04768493567
2527	0.04765909823
2528	0.04763870923
2529	0.04762555353
2530	0.04760732388
2531	0.04760259263
2532	0.0475752728
2533	0.04756633635
2534	0.04755622664
2535	0.04755144801
2536	0.04753362104
2537	0.04751976976
2538	0.04750908205
2539	0.0474944232
2540	0.04748475626
2541	0.04747874239
2542	0.04746444064
2543	0.04744976696
2544	0.04743659431
2545	0.04742364031
2546	0.04739766396
2547	0.04737993575
2548	0.04737302469
2549	0.04736289908
2550	0.04734395001
2551	0.04732604158
2552	0.04729739771
2553	0.04728582983
2554	0.04726626306
2555	0.04725903241
2556	0.04725343344
2557	0.04724630207
2558	0.04724149601
2559	0.04722829129
2560	0.04721801166
2561	0.04721161913
2562	0.04719721324
2563	0.04718584562
2564	0.0471637034
2565	0.04715079282
2566	0.0471324268
2567	0.04712536959
2568	0.04709921027
2569	0.04708403431
2570	0.04706168489
2571	0.04703792883
2572	0.04701503568
2573	0.04700676444
2574	0.04698135329
2575	0.04695247957
2576	0.04694613378
2577	0.04693111768
2578	0.04692201695
2579	0.04691113817
2580	0.04689501706
2581	0.04688952125
2582	0.0468840262
2583	0.04687532072
2584	0.04684947902
2585	0.0468407141
2586	0.04682126555
2587	0.04680442791
2588	0.0467973683
2589	0.04677851805
2590	0.04676536936
2591	0.04674303955
2592	0.04672418744
2593	0.04670915316
2594	0.04669328572
2595	0.04668141713
2596	0.04667784472
2597	0.04666291067
2598	0.04663553638
2599	0.04662502677
2600	0.04659851658
2601	0.04658259562
2602	0.0465720517
2603	0.04654873702
2604	0.04653741547
2605	0.0465238531
2606	0.04650987625
2607	0.0464969324
2608	0.04647537296
2609	0.04644312577
2610	0.04643165923
2611	0.04640986847
2612	0.04638832614
2613	0.04638407914
2614	0.04636971553
2615	0.04636434392
2616	0.04635458522
2617	0.0463359992
2618	0.04632415573
2619	0.04629049554
2620	0.04626479517
2621	0.04624565389
2622	0.04623800376
2623	0.04622099397
2624	0.04620359361
2625	0.04619102599
2626	0.04616797362
2627	0.0461564921
2628	0.04612815413
2629	0.04610895634
2630	0.0460949811
2631	0.04608816008
2632	0.046084803
2633	0.04607327712
2634	0.04605917426
2635	0.04604887646
2636	0.04603474738
2637	0.04601941122
2638	0.0460055451
2639	0.04599167202
2640	0.04596117717
2641	0.04594099569
2642	0.04592743165
2643	0.04591271366
2644	0.04590480066
2645	0.04589629597
2646	0.04588327374
2647	0.04587502547
2648	0.04585180963
2649	0.04584128371
2650	0.04582973343
2651	0.04582069508
2652	0.04581508535
2653	0.0457950037
2654	0.04578775338
2655	0.04577512471
2656	0.04576507869
2657	0.04575378006
2658	0.04574281814
2659	0.04573464796
2660	0.04571482932
2661	0.0456973648
2662	0.04567890617
2663	0.0456679225
2664	0.04565083139
2665	0.04563256282
2666	0.04561309166
2667	0.04560972651
2668	0.04559199166
2669	0.04557995192
2670	0.04555119975
2671	0.04554134666
2672	0.04552294565
2673	0.04549972547
2674	0.04549265488
2675	0.04547982584
2676	0.04546813259
2677	0.04545126001
2678	0.04543252346
2679	0.04540913341
2680	0.04539330808
2681	0.04537524322
2682	0.04535968752
2683	0.04533448385
2684	0.04532597516
2685	0.04530645421
2686	0.04528924633
2687	0.04527673131
2688	0.04526838909
2689	0.04524761294
2690	0.04523975999
2691	0.04521858942
2692	0.04521103509
2693	0.04519401833
2694	0.04517073811
2695	0.04516094477
2696	0.04513246796
2697	0.04511139756
2698	0.04507973483
2699	0.04506407184
2700	0.0450597332
2701	0.04505185482
2702	0.04503658757
2703	0.04502258032
2704	0.04501256932
2705	0.04499706743
2706	0.04498895402
2707	0.0449687633
2708	0.04494537731
2709	0.04493851459
2710	0.04492611025
2711	0.04491307513
2712	0.04489736442
2713	0.04489144937
2714	0.04488496913
2715	0.04486494229
2716	0.04485063632
2717	0.04483540541
2718	0.04483068072
2719	0.04481920381
2720	0.04481157438
2721	0.04478232562
2722	0.04476964913
2723	0.04474390223
2724	0.04473021831
2725	0.04471006858
2726	0.04470457219
2727	0.04468277929
2728	0.0446611005
2729	0.04464120146
2730	0.044630536
2731	0.04461645223
2732	0.04459966481
2733	0.04459475834
2734	0.04458512869
2735	0.04457387034
2736	0.04453305906
2737	0.04451859101
2738	0.04450692614
2739	0.04449334605
2740	0.04447385496
2741	0.04446363492
2742	0.04444821977
2743	0.04443059007
2744	0.04440313618
2745	0.04439171366
2746	0.04436748
2747	0.04435477414
2748	0.04434460694
2749	0.04433052787
2750	0.04432228723
2751	0.04430287579
2752	0.04428865546
2753	0.04427441642
2754	0.04425366243
2755	0.04423250005
2756	0.04421373422
2757	0.04420509511
2758	0.04419277419
2759	0.04418432533
2760	0.04416594059
2761	0.04413960497
2762	0.04412147743
2763	0.04411076815
2764	0.04409216966
2765	0.04407745883
2766	0.04405827871
2767	0.04404522859
2768	0.0440231378
2769	0.04400505301
2770	0.04399411599
2771	0.04397937103
2772	0.043963317
2773	0.04394544136
2774	0.0439391921
2775	0.04392396275
2776	0.04390657376
2777	0.04389846865
2778	0.04388395481
2779	0.04386520037
2780	0.04385393239
2781	0.04383938828
2782	0.04382618181
2783	0.04381841032
2784	0.04380381834
2785	0.04378110226
2786	0.04376630211
2787	0.04376034633
2788	0.04374688229
2789	0.04373218747
2790	0.04371709736
2791	0.04370525256
2792	0.04368855937
2793	0.04365530155
2794	0.0436407737
2795	0.04362169644
2796	0.04360841696
2797	0.04360132545
2798	0.04359531488
2799	0.04358070477
2800	0.04356966862
2801	0.04356566696
2802	0.04355085345
2803	0.04353023026
2804	0.04352065906
2805	0.04348984535
2806	0.0434750237
2807	0.04346194471
2808	0.04343246305
2809	0.04342883569
2810	0.04341232682
2811	0.04340015224
2812	0.04338833699
2813	0.04337986833
2814	0.04336659499
2815	0.04334891129
2816	0.04333973726
2817	0.04332279498
2818	0.04330386786
2819	0.04329249789
2820	0.04328388497
2821	0.04326717724
2822	0.04323468949
2823	0.04320988783
2824	0.04319514528
2825	0.04317841892
2826	0.0431638926
2827	0.04314595607
2828	0.04313416489
2829	0.04311835744
2830	0.04310482327
2831	0.04308612377
2832	0.04306794983
2833	0.04305408957
2834	0.04304290085
2835	0.04302797039
2836	0.04301830607
2837	0.04300679596
2838	0.04299161726
2839	0.04297289549
2840	0.04296753817
2841	0.0429520816
2842	0.04293388958
2843	0.04291158102
2844	0.04289924249
2845	0.04289654919
2846	0.04288396197
2847	0.04287496162
2848	0.04285288715
2849	0.04284184114
2850	0.04282492571
2851	0.04281400788
2852	0.04278637521
2853	0.04277490034
2854	0.04276849549
2855	0.04275553754
2856	0.0427464635
2857	0.04273396062
2858	0.04271992154
2859	0.0427086804
2860	0.04268820267
2861	0.04267345555
2862	0.04265645414
2863	0.04264552797
2864	0.0426303653
2865	0.0426257754
2866	0.04261285682
2867	0.04260303782
2868	0.04259245188
2869	0.0425787903
2870	0.04256675673
2871	0.0425546461
2872	0.04253536121
2873	0.04251716924
2874	0.04250804985
2875	0.04248762516
2876	0.04248504605
2877	0.04246456405
2878	0.04244878957
2879	0.04243154827
2880	0.04242618278
2881	0.04242253366
2882	0.04239629824
2883	0.04238144428
2884	0.04236606814
2885	0.0423546525
2886	0.04233086651
2887	0.04231207068
2888	0.04229086563
2889	0.04227248525
2890	0.04226926173
2891	0.04225455541
2892	0.04224724881
2893	0.04222896434
2894	0.04221882492
2895	0.04220944336
2896	0.04219733212
2897	0.04217859878
2898	0.04216013338
2899	0.04214591072
2900	0.04213845581
2901	0.04212115735
2902	0.04211096103
2903	0.0420993806
2904	0.04207737145
2905	0.04207247819
2906	0.0420613297
2907	0.04203183875
2908	0.04200989753
2909	0.04200263962
2910	0.04198070621
2911	0.04196979376
2912	0.04195937009
2913	0.0419456724
2914	0.04194375031
2915	0.04194120284
2916	0.04193024931
2917	0.04191876278
2918	0.04189010921
2919	0.041882609
2920	0.04186374359
2921	0.04185659674
2922	0.04184633999
2923	0.04183749403
2924	0.04182339192
2925	0.04179890011
2926	0.04178030955
2927	0.04176475003
2928	0.04175582017
2929	0.04173950673
2930	0.04171779115
2931	0.0417018228
2932	0.04168732681
2933	0.04167727409
2934	0.04166412184
2935	0.04164171099
2936	0.041634689
2937	0.04162704829
2938	0.04161111839
2939	0.04159590046
2940	0.04157430549
2941	0.0415680442
2942	0.04154982213
2943	0.04154621681
2944	0.04152875951
2945	0.04151160967
2946	0.04149775256
2947	0.04148787939
2948	0.04147994897
2949	0.04147294488
2950	0.0414606995
2951	0.04145309154
2952	0.04143717657
2953	0.04140879336
2954	0.04139919664
2955	0.04139507611
2956	0.04137791211
2957	0.04136347375
2958	0.0413536342
2959	0.04134100827
2960	0.04132925529
2961	0.0413170449
2962	0.04130616249
2963	0.04128883122
2964	0.04127796907
2965	0.04126817585
2966	0.04124083611
2967	0.04123429643
2968	0.04122362915
2969	0.04121999196
2970	0.0412054793
2971	0.04119293055
2972	0.0411815031
2973	0.04116996284
2974	0.04116398123
2975	0.04115099395
2976	0.04113627897
2977	0.04112301893
2978	0.04111287238
2979	0.04109896612
2980	0.04109071636
2981	0.04108460428
2982	0.04107497674
2983	0.04106263761
2984	0.0410451562
2985	0.04103508517
2986	0.04102829869
2987	0.04101985524
2988	0.04101101825
2989	0.04099891713
2990	0.04098191757
2991	0.04096314386
2992	0.0409528321
2993	0.0409362677
2994	0.04092007342
2995	0.04090715389
2996	0.04090126156
2997	0.0408870977
2998	0.04088195129
2999	0.04086370101
3000	0.0408515808
3001	0.04084899668
3002	0.04083740095
3003	0.04082499528
3004	0.04081044347
3005	0.04080516371
3006	0.04079384562
3007	0.04077747457
3008	0.04076226647
3009	0.04075975169
3010	0.04075330246
3011	0.04074919794
3012	0.04072257622
3013	0.04071631472
3014	0.04070009865
3015	0.04069807404
3016	0.04069519117
3017	0.04068406675
3018	0.04066583498
3019	0.04065304745
3020	0.04064921874
3021	0.04063794443
3022	0.04062859305
3023	0.04060755394
3024	0.04059301217
3025	0.04058746744
3026	0.04058395824
3027	0.0405727164
3028	0.04055529296
3029	0.04053220042
3030	0.04052566633
3031	0.040516003
3032	0.04050392164
3033	0.04048712345
3034	0.04047309397
3035	0.04046734198
3036	0.04044384168
3037	0.0404312321
3038	0.040414519
3039	0.04040484953
3040	0.0403803104
3041	0.04036168601
3042	0.04035049711
3043	0.04033407212
3044	0.04032127295
3045	0.04030495496
3046	0.04027519442
3047	0.04025823258
3048	0.04024586604
3049	0.04022994468
3050	0.04022208331
3051	0.04020377474
3052	0.04019865699
3053	0.04018262312
3054	0.0401749035
3055	0.04016580877
3056	0.04014675505
3057	0.04014164359
3058	0.04012034917
3059	0.04011204039
3060	0.04009491008
3061	0.04006969282
3062	0.04006734669
3063	0.0400503935
3064	0.04002956116
3065	0.04001578838
3066	0.04000650211
3067	0.03999096122
3068	0.03997509065
3069	0.03996732164
3070	0.03995152624
3071	0.03993979868
3072	0.03992231254
3073	0.03991608015
3074	0.03990728356
3075	0.03988803613
3076	0.03987807935
3077	0.0398647214
3078	0.0398558104
3079	0.03984896035
3080	0.03983648396
3081	0.03982654587
3082	0.03981681315
3083	0.03981037333
3084	0.039798737
3085	0.03979014137
3086	0.03978018877
3087	0.03976897494
3088	0.03975660844
3089	0.03974754718
3090	0.03973983488
3091	0.03973180035
3092	0.03972091152
3093	0.03971113968
3094	0.0397066293
3095	0.03970182453
3096	0.03969042708
3097	0.039685274
3098	0.03967214181
3099	0.03965315507
3100	0.0396374837
3101	0.03962401025
3102	0.03961126791
3103	0.03960328177
3104	0.0395919096
3105	0.03958099666
3106	0.0395719616
3107	0.03956569164
3108	0.03955775876
3109	0.03953560068
3110	0.03952796328
3111	0.03951632906
3112	0.03951123037
3113	0.03949899125
3114	0.03948890201
3115	0.03947492674
3116	0.03946458764
3117	0.03943766492
3118	0.03942152207
3119	0.03940133219
3120	0.03937977189
3121	0.03936697227
3122	0.03935992386
3123	0.03935155447
3124	0.03934047748
3125	0.03932137073
3126	0.03931611588
3127	0.03930303788
3128	0.03929316514
3129	0.03928135712
3130	0.03927484038
3131	0.03926580798
3132	0.03925662875
3133	0.03925139222
3134	0.03923898035
3135	0.03921823048
3136	0.03921653623
3137	0.03920843403
3138	0.03919815117
3139	0.0391939066
3140	0.03919117204
3141	0.03917943451
3142	0.03916382316
3143	0.03914611486
3144	0.03913878036
3145	0.03912296522
3146	0.03910840554
3147	0.03909596094
3148	0.03908932827
3149	0.0390771355
3150	0.03906297545
3151	0.03904598663
3152	0.03903677243
3153	0.03902548308
3154	0.03901351905
3155	0.03899730939
3156	0.03897858906
3157	0.03896588543
3158	0.03894831268
3159	0.03893300286
3160	0.0389128603
3161	0.03888841879
3162	0.03887649204
3163	0.0388597172
3164	0.03884572423
3165	0.03883810895
3166	0.03881961148
3167	0.03880214344
3168	0.03879567625
3169	0.03878034994
3170	0.03876369417
3171	0.03874873269
3172	0.03872321007
3173	0.03871706317
3174	0.03870666709
3175	0.0386901295
3176	0.03867624197
3177	0.03865755366
3178	0.03864814964
3179	0.03862856136
3180	0.03860746243
3181	0.03859938305
3182	0.03859294001
3183	0.0385763148
3184	0.03856650161
3185	0.03854849837
3186	0.03854278799
3187	0.03852163972
3188	0.03851326141
3189	0.03850179735
3190	0.03849106859
3191	0.03846920373
3192	0.03845368009
3193	0.03843542169
3194	0.03842988766
3195	0.03841997764
3196	0.03840325367
3197	0.0383905921
3198	0.03837921414
3199	0.03836953095
3200	0.03834738065
3201	0.03833894998
3202	0.03832794698
3203	0.03831546852
3204	0.03830630941
3205	0.03829728524
3206	0.03827480684
3207	0.03827193602
3208	0.03826085252
3209	0.03825110777
3210	0.0382230395
3211	0.03820989145
3212	0.03819632331
3213	0.03818232486
3214	0.03816630138
3215	0.0381569781
3216	0.03814140344
3217	0.03812918953
3218	0.03811281375
3219	0.03809771766
3220	0.03809432696
3221	0.03807493163
3222	0.03806362257
3223	0.0380563383
3224	0.03803949017
3225	0.03803754808
3226	0.03802533256
3227	0.03801110057
3228	0.03799475449
3229	0.03796707561
3230	0.03794457721
3231	0.03793567494
3232	0.0379234253
3233	0.03791836972
3234	0.03791156506
3235	0.03790334043
3236	0.03789919033
3237	0.03789522182
3238	0.03787563575
3239	0.0378648871
3240	0.03784608626
3241	0.03784044587
3242	0.03782942866
3243	0.03781926367
3244	0.0378080711
3245	0.03779598734
3246	0.03777950023
3247	0.03776607405
3248	0.03775063078
3249	0.03773896183
3250	0.03770597463
3251	0.03769430784
3252	0.03767826016
3253	0.03767447243
3254	0.03766750445
3255	0.03765113375
3256	0.03763803412
3257	0.03763418186
3258	0.0376268899
3259	0.03761878068
3260	0.03760718293
3261	0.03760138367
3262	0.03759344575
3263	0.03758238154
3264	0.03756768048
3265	0.03755718757
3266	0.03754165016
3267	0.03752616208
3268	0.03751603084
3269	0.03750154395
3270	0.03748865064
3271	0.03748240387
3272	0.03747200719
3273	0.03746177646
3274	0.03744607141
3275	0.03743428217
3276	0.03742480011
3277	0.03742057993
3278	0.03740629592
3279	0.03739657448
3280	0.03738793589
3281	0.03738137258
3282	0.03737295169
3283	0.03736329215
3284	0.03735192646
3285	0.03734478426
3286	0.03734195152
3287	0.03732207128
3288	0.03730706024
3289	0.0372905656
3290	0.03728272718
3291	0.03725903293
3292	0.03723961699
3293	0.03721779881
3294	0.03720263541
3295	0.03719397929
3296	0.03717487655
3297	0.03715939867
3298	0.03715061747
3299	0.0371349086
3300	0.03712143049
3301	0.03710265983
3302	0.03709063563
3303	0.0370848899
3304	0.03707953154
3305	0.03706727645
3306	0.03705767604
3307	0.03705441902
3308	0.03703590177
3309	0.03701991249
3310	0.03700827632
3311	0.03699822495
3312	0.03698861822
3313	0.03697857486
3314	0.03697273145
3315	0.03695638061
3316	0.03693527846
3317	0.03692228041
3318	0.03690457646
3319	0.03690188084
3320	0.03689845773
3321	0.03689441507
3322	0.03688727696
3323	0.03687911813
3324	0.03686283497
3325	0.03685948273
3326	0.03684675886
3327	0.03683954475
3328	0.0368306863
3329	0.03681703587
3330	0.03680655586
3331	0.03679070328
3332	0.03678374199
3333	0.03677593584
3334	0.03675888338
3335	0.03674983804
3336	0.03674044102
3337	0.03672441314
3338	0.03671737143
3339	0.03670657935
3340	0.03669650927
3341	0.03668619413
3342	0.03667430402
3343	0.03666868113
3344	0.03664605133
3345	0.03664372345
3346	0.03663439965
3347	0.03662136571
3348	0.03660903328
3349	0.03660392405
3350	0.03660235369
3351	0.03659429008
3352	0.0365852051
3353	0.03657904039
3354	0.03657444703
3355	0.03656681644
3356	0.03655648931
3357	0.03654702403
3358	0.03653685332
3359	0.03652931985
3360	0.03652097529
3361	0.03650510924
3362	0.0364926505
3363	0.03649011208
3364	0.0364853364
3365	0.03647228707
3366	0.03646281635
3367	0.03645235776
3368	0.03644130093
3369	0.03642667615
3370	0.03641146099
3371	0.03640522873
3372	0.03639706911
3373	0.03638615688
3374	0.03637089634
3375	0.03635988489
3376	0.03633447006
3377	0.03631623131
3378	0.03630953195
3379	0.03629919408
3380	0.03629830782
3381	0.03629125369
3382	0.03628342378
3383	0.03627079996
3384	0.03626825951
3385	0.0362592273
3386	0.03623656466
3387	0.0362235562
3388	0.03621886306
3389	0.03620638696
3390	0.0361850449
3391	0.03617770509
3392	0.03615798238
3393	0.03614116215
3394	0.03613666436
3395	0.03612586934
3396	0.03611326471
3397	0.0361048557
3398	0.03608763995
3399	0.03606831243
3400	0.03605574026
3401	0.03604723811
3402	0.03604459774
3403	0.03603700488
3404	0.03602672092
3405	0.03601284283
3406	0.03600682767
3407	0.03599429474
3408	0.03598359064
3409	0.03597961898
3410	0.03596788999
3411	0.03596475498
3412	0.03594637533
3413	0.03593032826
3414	0.03592768134
3415	0.03591805291
3416	0.03590601248
3417	0.03589315353
3418	0.03587847917
3419	0.0358576294
3420	0.0358499738
3421	0.03584017094
3422	0.03583152665
3423	0.03582619431
3424	0.03581513103
3425	0.03579930608
3426	0.03578660993
3427	0.0357659743
3428	0.03575319978
3429	0.03573760379
3430	0.03572588071
3431	0.03571724647
3432	0.0356983544
3433	0.03569348649
3434	0.03567712386
3435	0.0356748881
3436	0.03566028218
3437	0.0356456291
3438	0.03563964773
3439	0.03562803284
3440	0.03562133149
3441	0.03561266491
3442	0.03560837202
3443	0.03559567382
3444	0.03558447384
3445	0.03557694056
3446	0.03556653689
3447	0.03555936761
3448	0.03555257188
3449	0.03554086783
3450	0.03553106744
3451	0.0355163354
3452	0.03551127569
3453	0.03550110893
3454	0.03549309157
3455	0.03548483392
3456	0.03547493384
3457	0.03546040902
3458	0.03545346823
3459	0.03544541337
3460	0.03543313418
3461	0.03541904349
3462	0.03540675884
3463	0.03539003883
3464	0.03537112687
3465	0.03535567908
3466	0.03533876285
3467	0.03533045371
3468	0.03531693436
3469	0.03530958949
3470	0.03529211622
3471	0.03528228613
3472	0.0352702154
3473	0.03525543994
3474	0.03524493783
3475	0.03523740839
3476	0.03522946157
3477	0.03521522213
3478	0.03520535981
3479	0.0351851267
3480	0.03517731782
3481	0.03515923003
3482	0.03514967311
3483	0.03513777425
3484	0.03513395676
3485	0.03511756235
3486	0.03511301887
3487	0.03510298366
3488	0.0350885336
3489	0.03506991464
3490	0.03505646467
3491	0.03505099056
3492	0.03503039705
3493	0.0350203383
3494	0.03500500653
3495	0.03498369575
3496	0.03494949469
3497	0.03493456276
3498	0.03491957291
3499	0.0349140037
3500	0.03490677975
3501	0.03489369531
3502	0.03488611017
3503	0.03487776157
3504	0.03486985937
3505	0.03485869123
3506	0.03483920087
3507	0.03483133182
3508	0.0348218074
3509	0.03481581352
3510	0.03480773909
3511	0.03479302669
3512	0.03478721327
3513	0.03477865952
3514	0.03476742453
3515	0.03475766811
3516	0.03475217833
3517	0.03474498651
3518	0.0347285762
3519	0.03472563951
3520	0.0347125025
3521	0.03470442608
3522	0.03469129813
3523	0.03468473793
3524	0.03467620687
3525	0.03466841367
3526	0.03466556545
3527	0.03466175116
3528	0.03465054812
3529	0.03462595116
3530	0.03461044529
3531	0.03459963711
3532	0.03458401451
3533	0.0345816123
3534	0.03457711073
3535	0.03456493088
3536	0.03455635751
3537	0.03454787541
3538	0.03454384428
3539	0.03452838024
3540	0.03451617193
3541	0.03450287172
3542	0.0344896469
3543	0.0344812916
3544	0.03447790664
3545	0.03446987329
3546	0.03446220254
3547	0.03445484135
3548	0.03443761914
3549	0.0344300511
3550	0.0344145183
3551	0.03440144376
3552	0.03438392859
3553	0.03436573543
3554	0.03435632774
3555	0.03434463256
3556	0.0343313074
3557	0.0343151903
3558	0.03430272926
3559	0.03429068759
3560	0.03429011149
3561	0.03428220047
3562	0.03427314412
3563	0.03426798444
3564	0.03425436165
3565	0.03424015078
3566	0.0342252696
3567	0.03420887798
3568	0.03420105461
3569	0.03419631886
3570	0.03419259889
3571	0.03418363977
3572	0.03417213548
3573	0.03416469468
3574	0.03414953705
3575	0.03413958616
3576	0.03411837618
3577	0.03410809838
3578	0.0340956223
3579	0.03408693001
3580	0.03408268215
3581	0.03407382731
3582	0.03406730458
3583	0.03404817924
3584	0.03404288882
3585	0.03403583685
3586	0.0340230722
3587	0.03400528997
3588	0.0340025979
3589	0.03398924598
3590	0.03398218376
3591	0.03396779844
3592	0.03396317291
3593	0.0339552481
3594	0.03393917333
3595	0.03393024656
3596	0.03391891759
3597	0.03390253817
3598	0.03389884355
3599	0.03389344832
3600	0.03388348377
3601	0.03386694093
3602	0.03385271316
3603	0.03384580648
3604	0.03383471312
3605	0.03381996898
3606	0.03380799515
3607	0.0337949849
3608	0.03378554165
3609	0.03376798705
3610	0.03375499789
3611	0.03374021328
3612	0.03372466399
3613	0.03371488281
3614	0.0337030936
3615	0.03369629593
3616	0.03368593435
3617	0.03367835478
3618	0.03366869185
3619	0.03365510887
3620	0.03364207168
3621	0.03363873774
3622	0.03362692683
3623	0.03361017145
3624	0.03360018251
3625	0.03358750651
3626	0.03357853664
3627	0.03355528909
3628	0.03354425102
3629	0.03352594942
3630	0.03351425444
3631	0.03350009852
3632	0.03349728932
3633	0.03349365708
3634	0.03347989658
3635	0.03347191991
3636	0.03345561275
3637	0.03344618133
3638	0.03343643776
3639	0.03342575975
3640	0.03341622395
3641	0.03340622958
3642	0.0333862411
3643	0.03337216646
3644	0.03335665469
3645	0.03334756306
3646	0.03333976146
3647	0.03333208326
3648	0.03332542795
3649	0.03331558736
3650	0.03330738881
3651	0.03329657721
3652	0.03328087311
3653	0.03326686509
3654	0.03325747151
3655	0.03325269702
3656	0.03325123712
3657	0.03324365979
3658	0.03323212731
3659	0.03322676182
3660	0.03322079856
3661	0.03321778502
3662	0.03320456891
3663	0.03319908658
3664	0.03318421919
3665	0.03317296903
3666	0.03315833244
3667	0.03315335959
3668	0.03314171172
3669	0.03312501148
3670	0.033117727
3671	0.03310648729
3672	0.0331003588
3673	0.03309054764
3674	0.03308110124
3675	0.03307081499
3676	0.03306229925
3677	0.03304662765
3678	0.03303654787
3679	0.03302454412
3680	0.03301989785
3681	0.03300650222
3682	0.03300127481
3683	0.03298618505
3684	0.03298039692
3685	0.03297194904
3686	0.03296051084
3687	0.0329525577
3688	0.03293219907
3689	0.032919379
3690	0.03291773232
3691	0.03291325961
3692	0.03289815074
3693	0.03288344175
3694	0.03287644214
3695	0.03286614343
3696	0.03286041927
3697	0.03285188961
3698	0.0328502755
3699	0.03284990914
3700	0.03283473053
3701	0.03282700838
3702	0.03281270648
3703	0.03280697145
3704	0.03279249081
3705	0.03278432016
3706	0.03277400232
3707	0.03276776455
3708	0.03276212247
3709	0.03275135835
3710	0.03273949636
3711	0.03272164554
3712	0.03271483607
3713	0.0327038024
3714	0.03269534423
3715	0.03268486266
3716	0.03267706912
3717	0.0326623774
3718	0.03265669678
3719	0.03265374669
3720	0.03264276283
3721	0.0326286446
3722	0.03262359784
3723	0.03260902139
3724	0.03259002498
3725	0.0325793816
3726	0.0325691937
3727	0.0325587563
3728	0.03254952326
3729	0.03254855139
3730	0.03254710138
3731	0.03253487485
3732	0.03253137646
3733	0.03252702276
3734	0.03251440458
3735	0.03250103282
3736	0.03249523769
3737	0.03248568798
3738	0.03247373728
3739	0.03245854879
3740	0.03245285163
3741	0.03244091449
3742	0.03243461775
3743	0.03243043342
3744	0.03241882006
3745	0.0324101069
3746	0.03239569436
3747	0.0323870139
3748	0.03237990382
3749	0.03236803345
3750	0.03235770903
3751	0.03234492589
3752	0.03233467053
3753	0.03231920452
3754	0.03229939859
3755	0.03228372578
3756	0.03227089307
3757	0.03225659475
3758	0.03225002916
3759	0.03223432298
3760	0.03222452328
3761	0.03221142187
3762	0.03220547149
3763	0.0322012715
3764	0.03218273538
3765	0.03216981644
3766	0.03216594982
3767	0.03215241196
3768	0.03213896751
3769	0.03212754598
3770	0.03211789223
3771	0.03211683615
3772	0.03210132547
3773	0.03209466974
3774	0.03208745573
3775	0.03207578087
3776	0.03207028453
3777	0.03206160812
3778	0.03205086952
3779	0.0320392363
3780	0.03203054825
3781	0.03201714659
3782	0.03200199838
3783	0.03199923638
3784	0.0319914347
3785	0.03198945293
3786	0.03197928082
3787	0.03196547681
3788	0.03194717979
3789	0.03193417476
3790	0.03192857401
3791	0.03191533799
3792	0.03190747223
3793	0.03189786515
3794	0.03188688051
3795	0.03187544243
3796	0.03185540605
3797	0.03184788064
3798	0.03184639823
3799	0.03184023331
3800	0.03181749724
3801	0.03180007832
3802	0.03178603255
3803	0.0317731934
3804	0.03176726631
3805	0.03175789564
3806	0.03174189968
3807	0.03173721483
3808	0.0317344344
3809	0.03173025232
3810	0.03172104095
3811	0.03171594949
3812	0.03170216165
3813	0.03169675006
3814	0.03168972717
3815	0.03168218439
3816	0.03167835176
3817	0.0316719351
3818	0.03165903789
3819	0.0316456129
3820	0.03163257825
3821	0.03161419388
3822	0.03159661113
3823	0.03159500853
3824	0.0315806027
3825	0.03157025479
3826	0.03156063489
3827	0.0315533243
3828	0.03154966202
3829	0.0315402853
3830	0.0315252482
3831	0.03150410443
3832	0.03149747215
3833	0.03149445532
3834	0.03148694969
3835	0.03148233163
3836	0.0314650421
3837	0.03146451123
3838	0.03145218807
3839	0.03144458548
3840	0.031434461
3841	0.03141852637
3842	0.03140683409
3843	0.03139606229
3844	0.03138984059
3845	0.03138850272
3846	0.03137644915
3847	0.0313648001
3848	0.03135100675
3849	0.03133208341
3850	0.03132162402
3851	0.03131711409
3852	0.03130453864
3853	0.03129951277
3854	0.03129793464
3855	0.03128614819
3856	0.03127849903
3857	0.03126956786
3858	0.03125822564
3859	0.03125057526
3860	0.03123534446
3861	0.03122985737
3862	0.03122784108
3863	0.03122005453
3864	0.03121549208
3865	0.03120777316
3866	0.03119832657
3867	0.03119268924
3868	0.0311834149
3869	0.03117357443
3870	0.03115619633
3871	0.03114431984
3872	0.03112572203
3873	0.03111940718
3874	0.03110268134
3875	0.03109425562
3876	0.03108445734
3877	0.03107861042
3878	0.03106330222
3879	0.03105367293
3880	0.03104167489
3881	0.03103281125
3882	0.03101882102
3883	0.03101423804
3884	0.03100429982
3885	0.03099779738
3886	0.03098871007
3887	0.03097645527
3888	0.03096913627
3889	0.03096609608
3890	0.03095463452
3891	0.0309463304
3892	0.03093880414
3893	0.03093381027
3894	0.03091958674
3895	0.0309166361
3896	0.03090267591
3897	0.03089417231
3898	0.03088633886
