iter	Logloss
558	0.09711937956
559	0.0970924721
560	0.09702349279
561	0.09697834998
562	0.09694698164
563	0.09694376605
564	0.09690271862
565	0.09686116016
566	0.09680347267
567	0.09678078106
568	0.09673456389
569	0.09669303391
570	0.09666780044
571	0.09660929134
572	0.09655994154
573	0.09651396739
574	0.09645930529
575	0.09640576006
576	0.09636894878
577	0.09632697942
578	0.09630580713
579	0.09627108753
580	0.09624120176
581	0.09621836268
582	0.09618101804
583	0.09611189022
584	0.09607407411
585	0.09602662974
586	0.09598537976
587	0.09595189032
588	0.09591565041
589	0.09588481554
590	0.0958237135
591	0.09581435852
592	0.09575239019
593	0.09570823204
594	0.0956603671
595	0.09563241586
596	0.09560118978
597	0.09556418619
598	0.0955201525
599	0.09546101109
600	0.09542653379
601	0.09537105565
602	0.09534264984
603	0.09530298658
604	0.09526405443
605	0.09520744203
606	0.09515315864
607	0.09510289057
608	0.09506081238
609	0.09501558771
610	0.09498885358
611	0.09493294803
612	0.09489120879
613	0.09481075445
614	0.0947575194
615	0.09469880657
616	0.09467410377
617	0.09463793686
618	0.09460864216
619	0.0945423941
620	0.09453276132
621	0.0944898843
622	0.0944636328
623	0.09443153449
624	0.09440486012
625	0.09435045769
626	0.09430672944
627	0.09428221001
628	0.09424285527
629	0.09421576571
630	0.09417211251
631	0.09413333477
632	0.0941040773
633	0.09406522708
634	0.094038324
635	0.09395739146
636	0.09393016311
637	0.09388658202
638	0.09382918183
639	0.09379695537
640	0.09375614554
641	0.09370660546
642	0.09367130626
643	0.09364741384
644	0.09360862345
645	0.0935830079
646	0.09353153657
647	0.09351182389
648	0.09347835761
649	0.09344602214
650	0.09340250302
651	0.09336326877
652	0.09333110316
653	0.09328558778
654	0.09324579366
655	0.09319567336
656	0.09317842212
657	0.09315118228
658	0.09311985084
659	0.09308290641
660	0.0930242909
661	0.09298030381
662	0.09294896043
663	0.09289965994
664	0.09288563964
665	0.0928453178
666	0.09280247132
667	0.09278376127
668	0.09274891355
669	0.09267972769
670	0.09264822233
671	0.09260944032
672	0.09257514771
673	0.09253191615
674	0.09249195793
675	0.09246068113
676	0.09245782454
677	0.09242592102
678	0.09240031944
679	0.09236033933
680	0.09229500231
681	0.09223829086
682	0.09220278144
683	0.09216988011
684	0.09213121726
685	0.09211119281
686	0.09208280325
687	0.0920504202
688	0.09201033511
689	0.09199725845
690	0.09196101736
691	0.09192350884
692	0.0918832472
693	0.09187068044
694	0.09184461536
695	0.09181395096
696	0.09177678717
697	0.09172823061
698	0.09168405081
699	0.09164664874
700	0.09161069316
701	0.09158675835
702	0.0915690575
703	0.09153842352
704	0.09149884104
705	0.09146924366
706	0.09143316281
707	0.09139401721
708	0.09134560213
709	0.09129805892
710	0.09126744312
711	0.09120919756
712	0.09118217778
713	0.09115486475
714	0.09115249128
715	0.09113303311
716	0.09110972136
717	0.09106783547
718	0.09106509885
719	0.09101409856
720	0.09098221191
721	0.09094512244
722	0.09090191999
723	0.09086058565
724	0.09082215467
725	0.09077026594
726	0.09073757243
727	0.09070248905
728	0.09066948065
729	0.09063646422
730	0.0906036209
731	0.09056002901
732	0.09052952564
733	0.09050957792
734	0.09048007763
735	0.09043730186
736	0.09040172404
737	0.09036192408
738	0.09032375356
739	0.09027787394
740	0.09023375393
741	0.09020997559
742	0.09018292609
743	0.090141712
744	0.09012936685
745	0.09009717284
746	0.09005535581
747	0.09003595998
748	0.09001251251
749	0.08996171368
750	0.08991723736
751	0.08987940473
752	0.08983066618
753	0.08979902298
754	0.08974694142
755	0.08971330435
756	0.08966401813
757	0.08961359916
758	0.08957665309
759	0.08954941911
760	0.08950828045
761	0.08946337752
762	0.08942284783
763	0.08936600265
764	0.08934656985
765	0.08931700347
766	0.08929461254
767	0.08925638544
768	0.08924218254
769	0.08918379087
770	0.08915868014
771	0.08911175245
772	0.08906447005
773	0.0890425132
774	0.089000868
775	0.08895394071
776	0.08892108924
777	0.08887172461
778	0.08884609784
779	0.08880730533
780	0.0887825751
781	0.08875854606
782	0.08869353745
783	0.08863967251
784	0.08858406264
785	0.08854163764
786	0.08850230104
787	0.08844533566
788	0.08841517289
789	0.08837904794
790	0.08835731957
791	0.08832463111
792	0.08827349838
793	0.08823147223
794	0.08819854682
795	0.08817383564
796	0.08812540003
797	0.08808458487
798	0.08802885187
799	0.08799323191
800	0.08794203602
801	0.08789648413
802	0.08786955047
803	0.0878636079
804	0.08783442006
805	0.08780711947
806	0.08774042498
807	0.08770653409
808	0.08764846081
809	0.08760248277
810	0.08756156503
811	0.08753703408
812	0.0875086529
813	0.08748797972
814	0.0874552196
815	0.08740383058
816	0.08737286896
817	0.08734145092
818	0.08732129061
819	0.08728676345
820	0.08724144373
821	0.08719928784
822	0.08716860169
823	0.08714197921
824	0.08711353553
825	0.08707557065
826	0.08704583193
827	0.08700584063
828	0.08697288742
829	0.08691432311
830	0.08689104042
831	0.08686425805
832	0.08682540089
833	0.08680651612
834	0.08677504099
835	0.086730593
836	0.08670870868
837	0.0866791003
838	0.08663678782
839	0.08660699175
840	0.08656807596
841	0.08654870673
842	0.08650585565
843	0.08648132048
844	0.08645222946
845	0.08641031943
846	0.08638081804
847	0.08635279546
848	0.08632239943
849	0.08628856708
850	0.08624369719
851	0.08619489495
852	0.0861402212
853	0.08612113393
854	0.08608674187
855	0.08604743751
856	0.08602613955
857	0.08600468117
858	0.08598065451
859	0.08594414938
860	0.08591286005
861	0.08588670941
862	0.08583125026
863	0.08580441815
864	0.0857816352
865	0.08574711508
866	0.08571961161
867	0.08568880255
868	0.08567572672
869	0.08564350033
870	0.08561590932
871	0.08560630917
872	0.08558741472
873	0.08554078316
874	0.08551722833
875	0.08548278523
876	0.08544446737
877	0.08539248039
878	0.08538573383
879	0.08534849157
880	0.08528946275
881	0.08526160271
882	0.08522561556
883	0.08519822508
884	0.08518287708
885	0.08514434888
886	0.08510576356
887	0.08505988186
888	0.0850120536
889	0.08497501926
890	0.08494109713
891	0.08490989341
892	0.08488541611
893	0.08484012813
894	0.08480673088
895	0.0847939962
896	0.08478107163
897	0.08476178438
898	0.08475626117
899	0.08471821326
900	0.08467327129
901	0.08463793709
902	0.08457651249
903	0.08452412264
904	0.08448970615
905	0.08445850887
906	0.08442960779
907	0.084399401
908	0.08438147975
909	0.08435596925
910	0.08431925152
911	0.08430251328
912	0.08426257955
913	0.08423210703
914	0.08421086693
915	0.08417771262
916	0.0841476254
917	0.08410696983
918	0.08408470756
919	0.08405643358
920	0.08402593927
921	0.08398821464
922	0.08396457525
923	0.08392783557
924	0.08390514249
925	0.08385487261
926	0.0838310464
927	0.08380721154
928	0.08377072494
929	0.08372105856
930	0.08370019689
931	0.08367066809
932	0.0836290194
933	0.08360617458
934	0.08358345171
935	0.08354602423
936	0.08351665321
937	0.08349066237
938	0.0834363674
939	0.08342198957
940	0.08337417206
941	0.08334298946
942	0.08330206104
943	0.08328576396
944	0.08326139639
945	0.08322936551
946	0.08319734273
947	0.08317106098
948	0.0831580328
949	0.08314201999
950	0.08310841108
951	0.08307647737
952	0.08305154118
953	0.08303203458
954	0.0830030042
955	0.08296215585
956	0.08295273374
957	0.08292144391
958	0.08289668283
959	0.08288194056
960	0.08286140039
961	0.0828365229
962	0.08279832301
963	0.08277728313
964	0.08275677713
965	0.08271053334
966	0.082696159
967	0.08268253617
968	0.0826439079
969	0.08264047409
970	0.08261474179
971	0.08257618821
972	0.0825434765
973	0.08253114565
974	0.08247307615
975	0.08243816376
976	0.08242437547
977	0.08239446046
978	0.08232879072
979	0.08229894401
980	0.0822805399
981	0.08224087596
982	0.08221955871
983	0.08218116089
984	0.08214852064
985	0.08210233596
986	0.08207746597
987	0.08204436434
988	0.08201637228
989	0.08196898404
990	0.08192012203
991	0.08188594529
992	0.08185655313
993	0.08184198998
994	0.08181280699
995	0.08179365018
996	0.08175932671
997	0.08170688143
998	0.08169480287
999	0.0816606519
1000	0.08163680921
1001	0.08162956467
1002	0.08159644218
1003	0.08155892205
1004	0.08152262365
1005	0.08146783088
1006	0.08142255756
1007	0.08140723692
1008	0.08136824391
1009	0.08132526413
1010	0.08129647776
1011	0.08126523011
1012	0.08122540204
1013	0.08119652767
1014	0.08116521678
1015	0.08114212548
1016	0.08112078669
1017	0.08108281548
1018	0.08104575049
1019	0.08102086426
1020	0.08099007812
1021	0.08095936514
1022	0.08095238915
1023	0.08089875908
1024	0.08086287705
1025	0.08082842594
1026	0.0807775402
1027	0.08074637869
1028	0.08072960878
1029	0.08071806157
1030	0.08069853626
1031	0.08068145804
1032	0.08064312558
1033	0.08060018735
1034	0.08056285635
1035	0.08054302209
1036	0.08051265572
1037	0.08045814189
1038	0.08042067296
1039	0.08039792889
1040	0.0803747341
1041	0.08034552528
1042	0.08030689768
1043	0.08026421546
1044	0.08022556689
1045	0.08018093133
1046	0.0801554698
1047	0.08012263187
1048	0.08009137084
1049	0.0800683564
1050	0.08003281065
1051	0.07997761673
1052	0.07995729604
1053	0.07991774051
1054	0.07988476065
1055	0.07986319365
1056	0.07983793777
1057	0.07981350086
1058	0.07976470612
1059	0.079737235
1060	0.07970078943
1061	0.07969034765
1062	0.07966088152
1063	0.07963618715
1064	0.07960971533
1065	0.07960323771
1066	0.07956295848
1067	0.07955346842
1068	0.0795185466
1069	0.07950656192
1070	0.07947131739
1071	0.07944318862
1072	0.07941758131
1073	0.07938861119
1074	0.07936874721
1075	0.07931894071
1076	0.07928124236
1077	0.07924275523
1078	0.079239968
1079	0.07921066083
1080	0.0791732604
1081	0.07912707868
1082	0.07909737007
1083	0.07904867008
1084	0.07901255131
1085	0.07897106613
1086	0.07893807045
1087	0.07891958374
1088	0.07889348479
1089	0.07884100096
1090	0.07881664295
1091	0.07881124346
1092	0.07879116461
1093	0.07877676585
1094	0.07875732682
1095	0.0787143554
1096	0.0786889087
1097	0.07866244168
1098	0.07864290464
1099	0.0786394493
1100	0.07860845808
1101	0.07858260212
1102	0.07853626307
1103	0.07852085251
1104	0.07849095124
1105	0.07845556036
1106	0.07842350473
1107	0.07837370041
1108	0.07832923644
1109	0.07831260121
1110	0.07826940077
1111	0.07824474638
1112	0.07819260137
1113	0.0781729588
1114	0.07812251235
1115	0.07810001241
1116	0.07806792875
1117	0.07804618682
1118	0.07801670012
1119	0.07798568548
1120	0.07794571428
1121	0.07791407513
1122	0.07788214702
1123	0.07784915586
1124	0.07782687574
1125	0.07780708168
1126	0.07778346727
1127	0.07777197894
1128	0.07776085229
1129	0.07771969116
1130	0.07769663995
1131	0.07767337032
1132	0.07765824015
1133	0.07763367895
1134	0.07758894972
1135	0.07757317706
1136	0.07754836987
1137	0.07753649573
1138	0.07750614473
1139	0.07749127233
1140	0.0774687483
1141	0.07742506183
1142	0.07740371485
1143	0.07736106215
1144	0.07734358497
1145	0.07731997805
1146	0.0772887274
1147	0.07726965412
1148	0.07725429641
1149	0.07723750072
1150	0.07720473591
1151	0.07716492184
1152	0.07712720348
1153	0.07708972903
1154	0.07708269688
1155	0.07705899409
1156	0.07702437945
1157	0.07699746917
1158	0.07696731724
1159	0.07693924155
1160	0.07692633193
1161	0.07688120032
1162	0.07686485505
1163	0.07682499612
1164	0.07680124936
1165	0.07678566176
1166	0.07676800465
1167	0.07673557581
1168	0.07671404236
1169	0.07668910548
1170	0.07663488423
1171	0.07662920761
1172	0.07661395696
1173	0.07657593855
1174	0.07656243105
1175	0.07651156354
1176	0.07650344382
1177	0.07646613011
1178	0.07645664021
1179	0.07643132467
1180	0.0763950587
1181	0.07639047919
1182	0.07635763554
1183	0.0763070722
1184	0.0762853686
1185	0.07627037656
1186	0.07623162766
1187	0.0761958434
1188	0.07616072239
1189	0.07611463942
1190	0.07608422351
1191	0.07604263469
1192	0.07598647911
1193	0.07596467459
1194	0.0759347475
1195	0.07591974591
1196	0.07588836574
1197	0.07585700637
1198	0.07581363219
1199	0.07577480062
1200	0.07574719976
1201	0.07572750454
1202	0.07569756508
1203	0.07568591517
1204	0.0756563347
1205	0.07563373565
1206	0.07561379379
1207	0.07559603736
1208	0.07557310091
1209	0.07553789126
1210	0.07551527672
1211	0.07550547649
1212	0.07546893608
1213	0.07543126821
1214	0.07539521905
1215	0.07536664722
1216	0.07532812046
1217	0.07530617745
1218	0.07529731808
1219	0.07526444525
1220	0.07522984587
1221	0.07519344429
1222	0.07515927815
1223	0.07512626001
1224	0.07510124926
1225	0.07507298289
1226	0.07505147705
1227	0.07504647099
1228	0.0750052812
1229	0.07497776261
1230	0.07493675583
1231	0.07491070227
1232	0.07488305186
1233	0.07486555323
1234	0.07483437778
1235	0.0748132012
1236	0.07479517233
1237	0.07475192428
1238	0.07472726432
1239	0.07468170306
1240	0.07466268755
1241	0.07462673791
1242	0.07460361898
1243	0.07459347935
1244	0.07457161022
1245	0.07454067921
1246	0.07450840864
1247	0.07450259325
1248	0.07447577703
1249	0.07445982464
1250	0.0744269128
1251	0.07441750643
1252	0.07440707381
1253	0.07439620472
1254	0.07436846492
1255	0.07434833886
1256	0.07434121073
1257	0.07430655805
1258	0.07427992038
1259	0.07426507695
1260	0.0742223739
1261	0.07419580258
1262	0.07416903624
1263	0.07414075742
1264	0.07411767154
1265	0.07407908149
1266	0.07404854563
1267	0.07403431709
1268	0.07398251211
1269	0.07394094631
1270	0.07392036014
1271	0.07389198076
1272	0.07386622956
1273	0.0738310778
1274	0.07380261124
1275	0.07377820089
1276	0.07375363338
1277	0.07372508739
1278	0.07371283452
1279	0.07370101237
1280	0.07366383728
1281	0.07363990636
1282	0.07361312344
1283	0.07358749406
1284	0.07355347087
1285	0.07353361761
1286	0.07352609918
1287	0.0735040115
1288	0.07346792498
1289	0.07344987625
1290	0.07342438432
1291	0.07339833893
1292	0.07336569863
1293	0.07334844074
1294	0.07332936287
1295	0.07330604165
1296	0.07328995855
1297	0.07326403988
1298	0.07324154692
1299	0.07321369193
1300	0.0731907779
1301	0.0731751312
1302	0.07314192828
1303	0.07310327114
1304	0.0730766727
1305	0.07305042353
1306	0.07302641288
1307	0.07298436854
1308	0.07295805336
1309	0.07293326571
1310	0.07290311525
1311	0.0728654588
1312	0.07285121146
1313	0.07283319186
1314	0.07279708542
1315	0.07278980589
1316	0.07276253321
1317	0.07274551861
1318	0.07270565597
1319	0.07268760191
1320	0.07267909817
1321	0.07264653417
1322	0.07261973141
1323	0.07259115259
1324	0.07256956905
1325	0.0725427942
1326	0.07252651369
1327	0.0724958032
1328	0.07245740986
1329	0.07242754559
1330	0.07241413712
1331	0.07238950885
1332	0.0723542296
1333	0.07232761885
1334	0.0723012294
1335	0.07227282462
1336	0.07225995266
1337	0.07223607145
1338	0.07222729119
1339	0.07220250191
1340	0.07216524996
1341	0.07214031873
1342	0.07211785974
1343	0.07207991829
1344	0.07204475704
1345	0.07201541259
1346	0.07200008272
1347	0.07197059233
1348	0.07194683494
1349	0.07192286645
1350	0.07189244764
1351	0.07187360392
1352	0.07186138949
1353	0.07183901778
1354	0.07177821067
1355	0.0717450823
1356	0.07172751607
1357	0.07170750199
1358	0.07168849189
1359	0.07165958276
1360	0.07162634834
1361	0.07159686846
1362	0.07156645835
1363	0.07153680772
1364	0.07150281113
1365	0.07146987846
1366	0.07144378196
1367	0.07141817963
1368	0.07139451921
1369	0.07135573256
1370	0.07132622569
1371	0.07131832258
1372	0.07130487554
1373	0.07127078953
1374	0.07125991759
1375	0.07121990477
1376	0.07120173336
1377	0.07118479219
1378	0.07115077904
1379	0.07114630673
1380	0.07112802807
1381	0.07110645417
1382	0.07108927071
1383	0.07106856142
1384	0.07105075056
1385	0.0710298298
1386	0.07100938859
1387	0.07097121811
1388	0.07094868971
1389	0.07093075124
1390	0.07090174357
1391	0.07087752683
1392	0.07084946631
1393	0.070835488
1394	0.07080317551
1395	0.0707807215
1396	0.07075912722
1397	0.07075544267
1398	0.07072294679
1399	0.07070837481
1400	0.07068460684
1401	0.07065444598
1402	0.0706229793
1403	0.07059165657
1404	0.07056132775
1405	0.07053196012
1406	0.07051092474
1407	0.07049194832
1408	0.07046404507
1409	0.07044371795
1410	0.07040633837
1411	0.07038344817
1412	0.07034627274
1413	0.07032156507
1414	0.07029657411
1415	0.07026547616
1416	0.0702422866
1417	0.07020048118
1418	0.07018602362
1419	0.07015836132
1420	0.07013957121
1421	0.0701243692
1422	0.07009069227
1423	0.07004481318
1424	0.07003081382
1425	0.07000452266
1426	0.06997349206
1427	0.06995673127
1428	0.06993749386
1429	0.06990580718
1430	0.0698696603
1431	0.06985621258
1432	0.06984780603
1433	0.06980059341
1434	0.06976628809
1435	0.06974133013
1436	0.06971388682
1437	0.06969865675
1438	0.06967308449
1439	0.06964865743
1440	0.06963280775
1441	0.06960720187
1442	0.06958843749
1443	0.06956646241
1444	0.06954482103
1445	0.06952298481
1446	0.0694895096
1447	0.06946320471
1448	0.06943800131
1449	0.06940062687
1450	0.06938538995
1451	0.06937712509
1452	0.06937245863
1453	0.06934414697
1454	0.06933333598
1455	0.0692985416
1456	0.06927261874
1457	0.06924994529
1458	0.06922778084
1459	0.06919735909
1460	0.06917546352
1461	0.06915221974
1462	0.06914080395
1463	0.06911696629
1464	0.06908593219
1465	0.06906746299
1466	0.06904803594
1467	0.06901120406
1468	0.06899081679
1469	0.06896744259
1470	0.06893370281
1471	0.06892442626
1472	0.06890542258
1473	0.0688752705
1474	0.06885204746
1475	0.06884185763
1476	0.06882946853
1477	0.06879407869
1478	0.06877330049
1479	0.06875840979
1480	0.06875106777
1481	0.06872970588
1482	0.06870557192
1483	0.06869172953
1484	0.06866680144
1485	0.06863758676
1486	0.06861266097
1487	0.06858351415
1488	0.06853513063
1489	0.06851829408
1490	0.06847604817
1491	0.06845663869
1492	0.06844865289
1493	0.06843658842
1494	0.06841448669
1495	0.06839637235
1496	0.06837442913
1497	0.06833822073
1498	0.06830218552
1499	0.06828332441
1500	0.06825624307
1501	0.06822787634
1502	0.06818024992
1503	0.06815295088
